0ath Oath
Transfufion Transfusion
Transicnt Transient
Transitorincss Transitoriness
Translat1ons Translations
Translatcd Translated
Transluccncy Translucency
Transm1tted Transmitted
Transparencv Transparency
Transport6 Transporte
Transportatidn Transportation
Transvcrsalis Transversalis
Transvcrsa Transversa
Transvcrsus Transversus
Transversc Transverse
Transverselv Transversely
Trcafurcr Treasurer
Trcafury Treasury
trcfpasses trespasses
Treacheroufly Treacherously
Treacherv Treachery
Treadwcll Treadwell
Treadweu Treadwell
Treafbry Treasury
treafiirers treasurers
treafiirer treasurer
Treafonable Treasonable
Treafons Treasons
treafon treason
Treafon Treason
Treaftny Treasury
treafuiy treasury
Treafuiy Treasury
Treafurcrs Treasurers
Treafurcr Treasurer
Treafurcs Treasures
Treafurc Treasure
Treafured Treasured
treafurers treasurers
Treafurers Treasurers
treafurer treasurer
Treafurer Treasurer
Treafures Treasures
Treafure Treasure
Treafuries Treasuries
Treafuring Treasuring
treafuror treasuror
Treafur Treasur
Treafury Treafury
treafury treasury
Treafury Treasury
Treafuxy Treasury
treaiurer treasurer
Treaiury Treasury
treajury treasury
trealurer treasurer
trealury treasury
Trealury Treasury
Treasurv Treasury
Treat1ng Treating
Treat1se Treatise
Treatcd Treated
Treatf Treats
Treatics Treaties
Treatifc Treatise
Treatifes Treatises
Treatife Treatise
Treatisc Treatise
Treatmcnt Treatment
Treatv Treaty
Trecs Trees
Treef Trees
Treffes Tresses
Treffe Tresse
Trefled Tressed
Trefles Tresses
Trefpaffed Trespassed
Trefpaffes Trespasses
Trefpaffing Trespassing
Trefpafled Trespassed
trefpaflers trespassers
Trefpafles Trespasses
Trefpafs Trespass
trefpass trespass
trefpas trespas
Trefs Tress
Tremcns Tremens
Tremendoufly Tremendously
Tremendouslv Tremendously
trudees trustees
Trudees Trustees
Trufees Trustees
Truffees Trustees
trufiees trustees
Truftees Trustees
Trufts Trusts
truft trust
Truft Trust
truilees trustees
Truilees Trustees
truilee trustee
Truilee Trustee
trujlees trustees
Trujlees Trustees
trujlee trustee
Trujlee Trustee
trujls trusts
trujl trust
trulfees trustees
trullees trustees
Trultees Trustees
trurtees trustees
truttees trustees
TT7HEREAS WHEREAS
TTEM ITEM
t° to
t© to
TTORASMUCH FORASMUCH
TTT\ HEREAS WHEREAS
TTTHEREAS WHEREAS
TTWHEREAS WHEREAS
Tuch such
Tuefday Tuesday
Tumpike Turnpike
TVeflminster Westminster
TVestminster Westminster
tvhereas whereas
TVhitsunday Whitsunday
TVTHEREAS WHEREAS
tvvo two
Tvvo Two
twenfy twenty
twen\ ty twenty
TX7HEREAS WHEREAS
TX7TIEREAS WHEREAS
TXAHEREAS WHEREAS
TXTHEREAS WHEREAS
TXZHEREAS WHEREAS
TY7HEREAS WHEREAS
TYTHEREAS WHEREAS
tythmgmen tythingmen
Ufagc Usage
Ufage Usage
ufcd used
ufcs uses
ufed used
ufeful useful
ufege usage
ufelels useless
ufes uses
Ufes Uses
Ufe Use
ufe$ uses
ufing using
ufmg using
ufuaily usually
ufually usually
Ulages Usages
Ulage Usage
uncuftomed uncustomed
undcr under
Undcr Under
undeimentioned undermentioned
Underfheriff Undersheriff
Underfigned Undersigned
Underflanding Understanding
Underftamling Understanding
Underftandiag Understanding
Underftanding Understanding
Underftandjug Understanding
Underftandmg Understanding
Underftaoding Understanding
Underftauding Understanding
underiheriffs undersheriffs
underiheriff undersheriff
underjiood understood
underjlanding understanding
underjland understand
underjlood understood
Underleafes Underleases
Underleafe Underlease
Underlheriff Undersheriff
underllanding understanding
Underllanding Understanding
underlland understand
underllood understood
undifclofcd undisclosed
undifclosed undisclosed
undifdofed undisclosed
undifebarged undischarged
undifeberged undischarged
undischargCd undischarged
Undreffed Undressed
Undrefied Undressed
undrefted undressed
UndrefTed Undressed
Undressed Undressed
unfhipping unshipping
unfinilhed unfinished
unfortunarc unfortunate
unftamped unstamped
Unftamped Unstamped
Unftampt Unstampt
unftop unstop
unfubfcribed unsubscribed
unfubftribed unsubscribed
unfubjcrtbed unsubscribed
unfublcribed unsubscribed
Unfufferable Unsufferable
uniefs unless
Unincldfed Uninclosed
uninclofcd uninclosed
Uninclofcd uninclosed
unincloied uninclosed
Unincloied uninclosed
unincloled uninclosed
Unitea United
Univcrfitics Universities
Univerfities Universities
Univerfity University
Univerflties Universities
Univerflty University
Univerftties Universities
Univerftty University
Univeriities Universities
Univeriity University
Univerlities Universities
univerlity university
Univerlity University
unlefs unless
unleft unless
unlels unless
unmanufa6tured unmanufactured
unneceffiarily unnecessarily
unneceffiary unnecessary
unneceftarily unnecessarily
unnecefTarily unnecessarily
unneceftary unnecessary
unnecelfary unnecessary
unneeessary unnecessary
Unpoliffied Unpolished
Unpolifhad Unpolished
unpolilhed unpolished
Unpolilhed Unpolished
untefs unless
uotwithstanding notwithstanding
updn upon
upOn upon
uPon upon
Utcnfil Utensil
Utenfii Utensil
Utenfil Utensil
uteniils utensils
utenjils utensils
utenlils utensils
utmojl utmost
Vcffels Vessels
Vcffe! Vessel
vcftel vessel
vcfTel vessel
Vcftry Vestry
Vclfcl vessel
vclfel vessel
Vcllum Vellum
vcltel vessel
VclTel Vessel
Vcrdegris Verdegris
Vcrdidls Verdicts
Vcrdidl Verdict
Vcrdids Verdicts
Vcrdidts Verdicts
Vcrdidt Verdict
Vcrdid Verdict
Vctdegris Verdegris
veffei vessel
Veffela Vessels
veffels vessels
veffel vessel
Veffel Vessel
veffiels vessels
vefiels vessels
vefiel vessel
vefiing vesting
Vefleis Vessels
Veflels Vessels
veflel vessel
vefling vesting
Vefljels Vessels
veflry vestry
veftels vessels
Veftels Vessels
VefTels Vessels
veftel vessel
vefTel vessel
VefTel Vessel
veftl vessel
veftmg vesting
Veftries Vestries
Veftryman Vestryman
veftrymen vestrymen
Veftrymen Vestrymen
Veftry Vestry
veifels vessels
Veifels Vessels
veifel vessel
Veifel Vessel
veiTel vessel
vejfels vessels
vejfel vessel
vejjels vessels
veJJels vessels
Vejjels Vessels
vejjel vessel
velfel vessel
veljels vessels
VelTels Vessels
VelTel Vessel
Verdi61 Verdict
Verdidls Verdicts
Verdidl Verdict
Verdids Verdicts
Verdidts Verdicts
Verdidt Verdict
Verdid Verdict
verdi&s verdicts
Verdi&s Verdicts
verdi& verdict
Verdi& Verdict
verting vesting
vfed used
VI7HEREAS WHEREAS
vidtualling victualling
vifcount viscount
Vifcount Viscount
vifeountefs viscountess
vifeount viscount
Vifeount Viscount
Viftualler Victualler
Viftualling Victualling
Vi&naller Victualler
Vi&ories Victories
virtuouflv virtuously
virtuoully virtuously
Viscountefs Viscountess
Vi&uallers Victuallers
vi&ualler victualler
Vi&ualler Victualler
vi&ualling victualling
Vi&ualling Victualling
Vi&uals Victuals
vi&ual victual
Vi&ual Victual
Vi&uaUing Victualling
vjhereas whereas
vnshipped unshipped
voL vol
votmg voting
vpon upon
VrJJels Vessels
VT7HEREAS WHEREAS
VT7KEREAS WHEREAS
VTAHEREAS WHEREAS
Vtffcl Vessel
Vtjjels Vessels
Vtrdcgris Verdegris
vuhatfioeVer whatsoever
vuhatsoever whatsoever
VV7HEREAS WHEREAS
vvafh wash
VVafh Wash
vvafte waste
vVafte waste
vVages wages
VVages Wages
VVales Wales
vvarden warden
vvarehouse warehouse
vvares wares
vvarrant warrant
vvash wash
vvatch watch
vvbo who
vvere were
vvhatfoever whatsoever
vvhatsoever whatsoever
VVhat What
vvhcn when
VVhcn When
vvhen when
VVHEREAS WHEREAS
vvheresoever wheresoever
vvhere where
VVHETtEAS WHEREAS
vvhich which
vVhich which
vvhilft whilst
vvhofc whose
vvhofe whose
vvhole whole
vvhomsoever whomsoever
vvho who
Vvho who
VVidow Widow
vvilhin within
vvithin within
vvith with
vvitnefs witness
VVoman Woman
vvorfted worsted
VVorthy Worthy
vvouid would
vvriting writing
vVriting writing
vvritten written
vvrit writ
VX7HEREAS WHEREAS
VY7HEREAS WHEREAS
VYTHEREAS WHEREAS
wafb wash
Wafh Wash
Waflc Waste
walhed washed
Wardihip Wardship
Wardjhip Wardship
Wardlhip Wardship
wareboufed warehoused
warehonfed warehoused
warehoofed warehoused
Warehoofed Warehoused
warehoufed warehoused
warehoufes warehouses
warehoufe warehouse
Warehoufe Warehouse
Warehoufing Warehousing
warehouiing warehousing
warehousmg warehousing
warehoustng warehousing
Warelioufc Warehouse
Warelioufes Warehouses
Warelioufe Warehouse
Warelioulc Warehouse
warenoufe warehouse
Warenoufe Warehouse
Warenouses Warehouses
Warenouse Warehouse
watclimen watchmen
wa$ was
wbatfbcver whatsoever
wbatfbever whatsoever
Wbatfbever Whatsoever
wbatfbfver whatsoever
wbatfeever whatsoever
wbatfiever whatsoever
wbatfocvcr whatsoever
wbatfocver whatsoever
wbatfoefer whatsoever
wbatfoeier whatsoever
wbatfoerer whatsoever
wbatfoevcr whatsoever
wbatfoevef whatsoever
wbatfoever whatsoever
wbatfoevet whatsoever
wbatfoevsr whatsoever
wbatfoevtr whatsoever
wbatfoev whatsoev
wbatfoe whatsoe
wbatfo whatso
wbatioever whatsoever
wbatjdever whatsoever
wbatsoever whatsoever
wbereaa whereas
wbereas whereas
Wbere Where
wbicb which
wbich which
wbofe whose
Wcflminster Westminster
Wcjl West
Wedncfbury Wednesbury
Wednelday Wednesday
Wednrfday Wednesday
Wedntfdty Wednesday
Weftcrn Western
Wefterly Westerly
Weftern Western
weftward westward
Weishmen Welshmen
wejgh weigh
wejl west
Wejl West
Weljhmen Welshmen
Wesl West
weU well
wfiatsoever whatsoever
Wfiereas Whereas
whatfaever whatsoever
whatfbever whatsoever
whatfcever whatsoever
whatfoever whatsoever
whatfoeyer whatsoever
whatfqever whatsoever
whatfuever whatsoever
whatioever whatsoever
whatjbever whatsoever
whatjoever whatsoever
whatlbever whatsoever
whatloever whatsoever
wHatsoever whatsoever
WHatsoever Whatsoever
whbre where
whcrcunto whereunto
whereaa whereas
w\ hereas whereas
WHE\ REAS WHEREAS
whereiuch wheresuch
WHertas WHereas
WHeteas WHereas
whicb which
whicH which
whicli which
whicn which
whieh which
Whitfuntide Whitsuntide
whoiefome wholesome
wholefomc wholesome
whomfoeyer whomsoever
whomfuch whomsuch
whstsoever whatsoever
widen\ ing widening
witbflanding withstanding
witbin within
witb with
withiu within
Witlidrawn Withdrawn
witliin within
witliout without
witlistanding withstanding
witli with
Witli With
Witncffes Witnesses
witnefc witness
Witnefc Witness
witnefe witness
Witnefe Witness
witneffes witnesses
Witneffes Witnesses
Witneff Witness
Witnefies Witnesses
Witnefles Witnesses
witnefs witness
Witnefs Witness
witneiies witnesses
witnejfes witnesses
Witnelfcs Witnesses
witnelfes witnesses
Witnelfes Witnesses
witnelles witnesses
Witnelles Witnesses
witnels witness
Witnels Witness
witneltes witnesses
witnelTes witnesses
WitnelTes Witnesses
Witnestes Witnesses
Witntffes Witnesses
witn with
Witueffes Witnesses
wituefles witnesses
Wituefles Witnesses
wituefs witness
Wituefs Witness
Wituestes Witnesses
wjiatsoever whatsoever
wjll will
Wjll Will
wjnes wines
wjne wine
wjtb with
wjthin within
wjthout without
wjthstanding withstanding
wjth with
Wjth with
WJth With
wkatsoever whatsoever
wKatsoever whatsoever
wkat what
wkere where
Wkere Where
wkhftanding withstanding
wkich which
wKich which
wkneffes witnesses
Wkneffes witnesses
wknefles witnesses
Wknefles witnesses
wknefs witness
Wknefs witness
Wliarfs wharfs
wliatever whatever
wliatfocver whatsoever
wliatfoevcr whatsoever
wliatioever whatsoever
wliatloever whatsoever
wliatsoever whatsoever
wliat what
Wlieat Wheat
wlien when
wliereas whereas
Wliereas whereas
wliere where
wliich which
wliicli which
wliofc whose
wliofe whose
wliole whole
wliomsoever whomsoever
wliom whom
wlio who
wljich which
wlmtsoever whatsoever
wltere where
wlthftanding withstanding
Wlthin Within
wlthout without
wlthttanding withstanding
wlth with
Wlth With
wltneffes witnesses
wltnefs witness
Wnarf Wharf
wnatever whatever
wnatfoever whatsoever
wnatioever whatsoever
wnatsoever whatsoever
wnat what
Wnat What
wnereas whereas
Wnereas Whereas
wnerein wherein
°wners owners
wnich which
wnole whole
°wn own
woolien woollen
Woolien Woollen
worfteds worsteds
worfted worsted
Worfted Worsted
workboufes workhouses
workboufe workhouse
Workfhop Workshop
workhoiife workhouse
workhouie workhouse
workhoujes workhouses
Worklhop Workshop
workmanfbip workmanship
Workmanffiip Workmanship
Workmanfhip Workmanship
Workmanfilip Workmanship
workmanfinp workmanship
workmanfnip workmanship
workmanftiip workmanship
Workmanftiip Workmanship
workmanftip workmanship
Workmanihip Workmanship
workmanjhip workmanship
workmanjhtp workmanship
workmanlhip workmanship
Workmanlhip Workmanship
workmanthip workmanship
w&rehoused warehoused
Writmg Writing
wtthin within
X7HEREAS WHEREAS
€XChequer Exchequer
£xcise Excise
£XP EXP
XT7HEREAS WHEREAS
XTTHEREAS WHEREAS
xvhatsoever whatsoever
XX7HEREAS WHEREAS
XXFHEREAS WHEREAS
XZHEREAS WHEREAS
Y1THEREAS WHEREAS
Y7HEREAS WHEREAS
Y7TIEREAS WHEREAS
Yacancies Vacancies
Yacancy Vacancy
Yacation Vacation
Yagabond Vagabond
Yalley Valley
Yaluations Valuations
yaluation valuation
Yaluation Valuation
Yalues Values
Yalue Value
yeariy yearly
Yeomanzy Yeomanry
Yessel Vessel
YesseL Vessel
Yestries Vestries
YF7HEREAS WHEREAS
yhereas whereas
yHEREAS WHEREAS
yhereby whereby
yherein wherein
yhereof whereof
Yicarage Vicarage
Yicar Vicar
yirtue virtue
YITHEREAS WHEREAS
Yi&ualler Victualler
Ylf\ HEREAS WHEREAS
YlfHEREAS WHEREAS
yoUng young
Yoyage Voyage
YT7HEREAS WHEREAS
YTEHEREAS WHEREAS
yTEM ITEM
YTEM ITEM
YTTHEREAS WHEREAS
yvafte waste
YVarrant Warrant
YVater Water
YVestward Westward
yvhatfoeyer whatsoever
yvhatsoever whatsoever
yvhere where
yvhich which
yvho who
yVidows Widows
YVidows Widows
yvithin within
yvithout without
yvithstanding withstanding
yvith with
YVitnesses Witnesses
YVorks Works
YVork Work
YVorship Worship
YWHEREAS WHEREAS
YX7HEREAS WHEREAS
YXf\ HEREAS WHEREAS
YXfHEREAS WHEREAS
YY7HEREAS WHEREAS
YYTHEREAS WHEREAS
zealotifly zealously
zealoufiy zealously
zuhich which
zvardens wardens
zvarehoufies warehouses
zvarehouje warehouse
zvarehouse warehouse
zvares wares
zvarrants warrants
zvas was
zvbence whence
zvbereas whereas
zvbereby whereby
zvbereof whereof
zvbicb which
zvbich which
zvbitber whither
zvere were
zvhatever whatever
zvhatsoever whatsoever
zvhen when
zvhereas whereas
zvhereby whereby
zvhere where
zvhich which
zvho who
zvhpreas whereas
zvhsreas whereas
zvitbin within
zvitb with
zvithin within
zvithout without
zvith with
zvitnefs witness
zvords words
zvorking working
zvortb worth
zvorth worth
zvould would
zvriting writing
zvrits writs
zvritten written
zvrit writ
zyitbin within
zyithin within
fbares shares
fberiff sheriff
fbipped shipped
fboutd should
fbuthward southward
fifbing fishing
efablifh establish
efablijbed established
efablijhment establishment
efablish establish
efablished established
efablishing establishing
effcdl effect
effcdls effects
effcdtual effectual
effcdtually effectually
effcdually effectually
effeclual effectual
effectaal effectual
eertificate certificate
Jugar sugar
jugar sugar
controlied controlled
conttables constables
conttrued construed
conuniffion commission
conunissioners commissioners
abfblute absolute
consumptioh consumption
consumptton consumption
houjbold houshold
houjes houses
houjhold houshold
housebolders householders
househoid household
juiiice justice
juiiices justices
juilice justice
juilices justices
jujficient sufficient
jujiice justice
jujiices justices
jujliccs justices
jujtice justice
jupplies supplies
jupply supply
jupplying supplying
jupport support
jupreme supreme
jurifclidion jurisdiction
juriidiction jurisdiction
jurijdiftion jurisdiction
jurildiction jurisdiction
jurisdiclion jurisdiction
jurisdiclions jurisdictions
jurisdictfion jurisdiction
